0.120382;[-0.836321 -0.547145 -0.034300 -0.021907 -0.297974 0.506223 -0.809268 0.126459 0.460151 -0.666592 -0.586402 1.550673 0.000000 0.000000 0.000000 1.000000];[-0.869881 -0.491184 -0.044700 -21.626892 -0.270756 0.551290 -0.789112 124.463837 0.412263 -0.674341 -0.612541 1516.506836 0.000000 0.000000 0.000000 1.000000];
0.127865;[-0.837435 -0.545611 -0.030910 -0.021078 -0.299092 0.504928 -0.809662 0.129357 0.457394 -0.668809 -0.586031 1.550588 0.000000 0.000000 0.000000 1.000000];[-0.865834 -0.498298 -0.044550 -20.725315 -0.276097 0.550168 -0.788044 127.143410 0.417212 -0.670024 -0.613925 1512.114868 0.000000 0.000000 0.000000 1.000000];
0.125866;[-0.836013 -0.547705 -0.032734 -0.020019 -0.300549 0.507028 -0.807794 0.133612 0.459051 -0.665489 -0.588495 1.549666 0.000000 0.000000 0.000000 1.000000];[-0.862517 -0.504173 -0.042746 -19.980690 -0.282579 0.550022 -0.785845 131.013153 0.419734 -0.665735 -0.616864 1509.410156 0.000000 0.000000 0.000000 1.000000];
0.137797;[-0.834753 -0.549644 -0.032250 -0.019025 -0.302957 0.507414 -0.806649 0.138136 0.459755 -0.663589 -0.590079 1.549843 0.000000 0.000000 0.000000 1.000000];[-0.865471 -0.498630 -0.047773 -18.867771 -0.277265 0.556271 -0.783335 135.570480 0.417190 -0.664717 -0.619682 1508.363892 0.000000 0.000000 0.000000 1.000000];
0.126834;[-0.834378 -0.550302 -0.029874 -0.018544 -0.306014 0.507678 -0.805322 0.143741 0.458369 -0.662823 -0.591985 1.548796 0.000000 0.000000 0.000000 1.000000];[-0.863481 -0.502265 -0.045645 -18.545040 -0.280238 0.553049 -0.784558 141.114594 0.419321 -0.664669 -0.618294 1504.942139 0.000000 0.000000 0.000000 1.000000];
0.117403;[-0.831777 -0.554081 -0.032803 -0.017885 -0.307399 0.508966 -0.803946 0.149920 0.462188 -0.658623 -0.593662 1.545434 0.000000 0.000000 0.000000 1.000000];[-0.854230 -0.518059 -0.043110 -17.896391 -0.291225 0.545564 -0.785796 146.876755 0.430631 -0.658705 -0.616901 1502.653442 0.000000 0.000000 0.000000 1.000000];
0.116975;[-0.831764 -0.554136 -0.032549 -0.016760 -0.306992 0.508067 -0.804724 0.156181 0.462481 -0.659368 -0.592704 1.545635 0.000000 0.000000 0.000000 1.000000];[-0.855578 -0.515669 -0.044987 -16.498350 -0.291110 0.551183 -0.781908 151.935028 0.428024 -0.655897 -0.621689 1495.878540 0.000000 0.000000 0.000000 1.000000];
0.130673;[-0.829872 -0.557015 -0.031321 -0.015258 -0.310435 0.507692 -0.803638 0.162095 0.463559 -0.657208 -0.594237 1.539844 0.000000 0.000000 0.000000 1.000000];[-0.846885 -0.529879 -0.044327 -14.994473 -0.299838 0.544706 -0.783148 158.041977 0.439142 -0.649955 -0.620174 1490.321411 0.000000 0.000000 0.000000 1.000000];
0.128433;[-0.827171 -0.560779 -0.035575 -0.012422 -0.311449 0.510273 -0.801574 0.169338 0.467693 -0.651968 -0.596741 1.538619 0.000000 0.000000 0.000000 1.000000];[-0.822043 -0.567378 -0.047731 -12.036551 -0.318798 0.528075 -0.787041 164.598022 0.471780 -0.631773 -0.614971 1485.359131 0.000000 0.000000 0.000000 1.000000];
0.132259;[-0.823600 -0.566004 -0.035702 -0.008363 -0.314722 0.508505 -0.801453 0.176309 0.471805 -0.648846 -0.596944 1.533483 0.000000 0.000000 0.000000 1.000000];[-0.792819 -0.607656 -0.046251 -8.401118 -0.344666 0.509666 -0.788274 169.780823 0.502600 -0.609025 -0.613504 1468.197021 0.000000 0.000000 0.000000 1.000000];
0.125365;[-0.820890 -0.569897 -0.036328 -0.003646 -0.315070 0.505051 -0.803516 0.182438 0.476277 -0.648162 -0.594143 1.526857 0.000000 0.000000 0.000000 1.000000];[-0.766351 -0.640459 -0.049636 -4.009885 -0.361502 0.493828 -0.790811 175.488235 0.531023 -0.588102 -0.609965 1458.398804 0.000000 0.000000 0.000000 1.000000];
0.127726;[-0.816145 -0.576289 -0.041751 0.002480 -0.317372 0.507456 -0.801043 0.189345 0.482853 -0.640524 -0.597048 1.523458 0.000000 0.000000 0.000000 1.000000];[-0.751787 -0.657399 -0.050872 1.747238 -0.371843 0.486392 -0.790625 181.076126 0.544529 -0.575472 -0.610104 1449.117432 0.000000 0.000000 0.000000 1.000000];
0.137982;[-0.812833 -0.580722 -0.044999 0.008964 -0.318567 0.507910 -0.800307 0.196594 0.487624 -0.636189 -0.597845 1.521656 0.000000 0.000000 0.000000 1.000000];[-0.749017 -0.660448 -0.052211 7.856124 -0.374768 0.487351 -0.788651 187.203278 0.546338 -0.571153 -0.612541 1441.582886 0.000000 0.000000 0.000000 1.000000];
0.130907;[-0.807078 -0.588590 -0.046240 0.015321 -0.321462 0.503786 -0.801750 0.202890 0.495199 -0.632223 -0.595799 1.514062 0.000000 0.000000 0.000000 1.000000];[-0.750377 -0.658692 -0.054806 14.186296 -0.372617 0.490028 -0.788010 194.185638 0.545943 -0.570890 -0.613138 1440.997803 0.000000 0.000000 0.000000 1.000000];
0.132196;[-0.801471 -0.596256 -0.045207 0.021889 -0.327080 0.500422 -0.801601 0.211229 0.500590 -0.627679 -0.596105 1.512495 0.000000 0.000000 0.000000 1.000000];[-0.745231 -0.664362 -0.056562 20.722218 -0.372859 0.485540 -0.790670 202.181015 0.552784 -0.568149 -0.609545 1441.390381 0.000000 0.000000 0.000000 1.000000];
0.117815;[-0.798292 -0.600508 -0.045528 0.029581 -0.328927 0.498097 -0.802290 0.219465 0.504468 -0.625495 -0.595151 1.510227 0.000000 0.000000 0.000000 1.000000];[-0.745479 -0.663766 -0.060170 27.183123 -0.368586 0.485783 -0.792521 210.326920 0.555309 -0.568638 -0.606787 1440.904907 0.000000 0.000000 0.000000 1.000000];
0.115524;[-0.790630 -0.610242 -0.049179 0.036047 -0.332957 0.495994 -0.801920 0.227381 0.513790 -0.617658 -0.595331 1.503195 0.000000 0.000000 0.000000 1.000000];[-0.723884 -0.687303 -0.059578 33.564583 -0.383166 0.472343 -0.793730 216.956055 0.573707 -0.551747 -0.605264 1428.250610 0.000000 0.000000 0.000000 1.000000];
0.124586;[-0.784444 -0.618025 -0.050973 0.042979 -0.335821 0.492465 -0.802896 0.235464 0.521345 -0.612727 -0.593856 1.498358 0.000000 0.000000 0.000000 1.000000];[-0.721927 -0.689200 -0.061381 40.425171 -0.382526 0.471438 -0.794577 225.390823 0.576592 -0.550153 -0.603972 1427.558838 0.000000 0.000000 0.000000 1.000000];
0.127101;[-0.777308 -0.626774 -0.053390 0.049850 -0.341481 0.491716 -0.800972 0.244602 0.528308 -0.604375 -0.596264 1.496874 0.000000 0.000000 0.000000 1.000000];[-0.706117 -0.705565 -0.059329 46.254051 -0.395477 0.462491 -0.793494 231.917572 0.587333 -0.536842 -0.605599 1417.242554 0.000000 0.000000 0.000000 1.000000];
0.126701;[-0.771028 -0.634486 -0.053441 0.055883 -0.345519 0.487433 -0.801865 0.252799 0.534833 -0.599801 -0.595071 1.491463 0.000000 0.000000 0.000000 1.000000];[-0.704074 -0.707443 -0.061209 52.438023 -0.394877 0.461699 -0.794253 239.969147 0.590182 -0.535049 -0.604415 1413.233765 0.000000 0.000000 0.000000 1.000000];
0.117095;[-0.762423 -0.644656 -0.054823 0.062520 -0.350470 0.482767 -0.802543 0.260035 0.543844 -0.592676 -0.594003 1.486462 0.000000 0.000000 0.000000 1.000000];[-0.704819 -0.706419 -0.064366 59.387005 -0.394197 0.465484 -0.792380 247.660416 0.589747 -0.533118 -0.606542 1409.303101 0.000000 0.000000 0.000000 1.000000];
0.136502;[-0.754877 -0.653058 -0.059195 0.070907 -0.354635 0.482558 -0.800805 0.268855 0.551562 -0.583514 -0.595872 1.483532 0.000000 0.000000 0.000000 1.000000];[-0.698596 -0.712391 -0.066364 66.922607 -0.396768 0.462904 -0.792608 255.701202 0.595401 -0.527387 -0.606028 1406.772339 0.000000 0.000000 0.000000 1.000000];
0.116602;[-0.748041 -0.660974 -0.057900 0.077418 -0.359360 0.476989 -0.802051 0.276515 0.557791 -0.579175 -0.594339 1.477737 0.000000 0.000000 0.000000 1.000000];[-0.690015 -0.720556 -0.067963 73.523849 -0.401309 0.459038 -0.792570 262.426147 0.602324 -0.519617 -0.605900 1398.282227 0.000000 0.000000 0.000000 1.000000];
0.133003;[-0.740851 -0.668875 -0.059548 0.084957 -0.361576 0.472157 -0.803927 0.284053 0.565847 -0.574077 -0.591637 1.472692 0.000000 0.000000 0.000000 1.000000];[-0.675253 -0.734416 -0.067870 79.739731 -0.410185 0.450407 -0.792979 269.621521 0.612980 -0.507628 -0.605376 1392.012085 0.000000 0.000000 0.000000 1.000000];
0.122077;[-0.735431 -0.674980 -0.058147 0.091448 -0.367773 0.469875 -0.802430 0.291873 0.568940 -0.568764 -0.593803 1.467656 0.000000 0.000000 0.000000 1.000000];[-0.684554 -0.725655 -0.068926 85.711784 -0.405146 0.457370 -0.791582 277.899597 0.605975 -0.513962 -0.607082 1394.278931 0.000000 0.000000 0.000000 1.000000];
0.118123;[-0.725729 -0.685075 -0.062236 0.096656 -0.372689 0.467573 -0.801524 0.299361 0.578209 -0.558492 -0.594667 1.467071 0.000000 0.000000 0.000000 1.000000];[-0.667087 -0.741447 -0.072048 91.195129 -0.413584 0.449048 -0.791984 283.425568 0.619602 -0.498530 -0.606196 1389.322632 0.000000 0.000000 0.000000 1.000000];
0.127141;[-0.720704 -0.690415 -0.061479 0.100870 -0.375793 0.463693 -0.802336 0.304288 0.582457 -0.555154 -0.593640 1.459422 0.000000 0.000000 0.000000 1.000000];[-0.718079 -0.691647 -0.077009 96.115852 -0.385179 0.487144 -0.783748 290.868378 0.579624 -0.533137 -0.616207 1393.758057 0.000000 0.000000 0.000000 1.000000];
0.118032;[-0.712737 -0.698936 -0.058150 0.105067 -0.384014 0.458221 -0.801577 0.310549 0.586884 -0.548989 -0.595009 1.458035 0.000000 0.000000 0.000000 1.000000];[-0.704321 -0.705596 -0.077516 100.572578 -0.392404 0.478003 -0.785789 297.308319 0.591536 -0.523036 -0.613538 1396.834229 0.000000 0.000000 0.000000 1.000000];
0.117635;[-0.706075 -0.705244 -0.063103 0.108882 -0.383121 0.455389 -0.803608 0.313949 0.595471 -0.543234 -0.591742 1.451466 0.000000 0.000000 0.000000 1.000000];[-0.686771 -0.722587 -0.078447 103.645668 -0.403402 0.468703 -0.785823 299.406494 0.604628 -0.508040 -0.613376 1383.104736 0.000000 0.000000 0.000000 1.000000];
0.119317;[-0.697623 -0.713340 -0.065870 0.112994 -0.389232 0.454638 -0.801116 0.318881 0.601413 -0.533237 -0.594847 1.450622 0.000000 0.000000 0.000000 1.000000];[-0.689396 -0.720089 -0.078391 107.351753 -0.402673 0.470934 -0.784862 303.654785 0.602122 -0.509520 -0.614612 1383.077759 0.000000 0.000000 0.000000 1.000000];
0.140675;[-0.687914 -0.722793 -0.064164 0.114270 -0.393204 0.445610 -0.804238 0.319224 0.609901 -0.528040 -0.590739 1.439574 0.000000 0.000000 0.000000 1.000000];[-0.630945 -0.771893 -0.077631 109.769524 -0.432953 0.433370 -0.790364 304.915405 0.643757 -0.465070 -0.607618 1373.774536 0.000000 0.000000 0.000000 1.000000];
0.134999;[-0.682851 -0.727459 -0.065840 0.117314 -0.396934 0.445271 -0.802586 0.320323 0.613171 -0.521937 -0.592791 1.435598 0.000000 0.000000 0.000000 1.000000];[-0.617146 -0.783153 -0.075755 111.172127 -0.442109 0.424793 -0.789953 305.889191 0.650872 -0.454029 -0.608389 1366.859009 0.000000 0.000000 0.000000 1.000000];
0.117952;[-0.676201 -0.733833 -0.063768 0.117795 -0.405199 0.442892 -0.799763 0.323448 0.615137 -0.514956 -0.596839 1.436591 0.000000 0.000000 0.000000 1.000000];[-0.601152 -0.795300 -0.077784 111.770454 -0.450954 0.417981 -0.788586 306.439301 0.659713 -0.438986 -0.609905 1359.669312 0.000000 0.000000 0.000000 1.000000];
0.126555;[-0.672246 -0.737364 -0.065062 0.117449 -0.405598 0.440403 -0.800947 0.323789 0.619244 -0.512051 -0.595133 1.429745 0.000000 0.000000 0.000000 1.000000];[-0.592936 -0.801828 -0.073710 110.787086 -0.459943 0.412391 -0.786334 306.829803 0.660940 -0.432347 -0.613309 1355.621338 0.000000 0.000000 0.000000 1.000000];
0.130506;[-0.665115 -0.743895 -0.063557 0.115707 -0.414361 0.438663 -0.797413 0.326139 0.621067 -0.504022 -0.600026 1.430819 0.000000 0.000000 0.000000 1.000000];[-0.578009 -0.812849 -0.071533 109.186981 -0.464867 0.400056 -0.789804 308.096466 0.670647 -0.423263 -0.609094 1353.570190 0.000000 0.000000 0.000000 1.000000];
0.117971;[-0.661083 -0.747547 -0.062951 0.113946 -0.415167 0.434465 -0.799292 0.326367 0.624863 -0.502263 -0.597581 1.426449 0.000000 0.000000 0.000000 1.000000];[-0.569095 -0.819401 -0.068168 106.824768 -0.470379 0.392431 -0.790365 308.327789 0.674417 -0.417731 -0.608751 1347.088989 0.000000 0.000000 0.000000 1.000000];
0.139882;[-0.656624 -0.751409 -0.063281 0.111693 -0.417375 0.432118 -0.799401 0.325630 0.628036 -0.498512 -0.597338 1.420302 0.000000 0.000000 0.000000 1.000000];[-0.571717 -0.817516 -0.068860 104.501350 -0.471175 0.395884 -0.788167 309.465088 0.671638 -0.418166 -0.611518 1346.571899 0.000000 0.000000 0.000000 1.000000];
0.127258;[-0.651742 -0.755777 -0.061711 0.106768 -0.422411 0.429332 -0.798240 0.325710 0.629815 -0.494190 -0.599035 1.418862 0.000000 0.000000 0.000000 1.000000];[-0.564607 -0.822710 -0.065588 101.075432 -0.474453 0.388562 -0.789842 309.658844 0.675335 -0.414835 -0.609713 1345.024048 0.000000 0.000000 0.000000 1.000000];
0.141988;[-0.647622 -0.759820 -0.055225 0.101452 -0.427656 0.422512 -0.799109 0.326553 0.630514 -0.493904 -0.598570 1.418076 0.000000 0.000000 0.000000 1.000000];[-0.551489 -0.831633 -0.064648 97.079964 -0.482229 0.381090 -0.788773 309.720734 0.680646 -0.403827 -0.611196 1343.444946 0.000000 0.000000 0.000000 1.000000];
0.128227;[-0.645465 -0.761280 -0.060219 0.098203 -0.428287 0.426160 -0.796838 0.327533 0.632275 -0.488537 -0.601135 1.419005 0.000000 0.000000 0.000000 1.000000];[-0.570639 -0.818654 -0.064110 92.162193 -0.481009 0.396504 -0.781890 308.844971 0.665556 -0.415342 -0.620032 1340.417603 0.000000 0.000000 0.000000 1.000000];
0.129080;[-0.645015 -0.761955 -0.056715 0.092969 -0.431046 0.424132 -0.796429 0.328099 0.630894 -0.489260 -0.602016 1.418920 0.000000 0.000000 0.000000 1.000000];[-0.587341 -0.806632 -0.065662 86.974937 -0.473174 0.408076 -0.780715 309.896912 0.656583 -0.427479 -0.621348 1340.367920 0.000000 0.000000 0.000000 1.000000];
0.124138;[-0.644800 -0.762193 -0.055386 0.086052 -0.430926 0.422444 -0.797382 0.327221 0.631170 -0.490300 -0.600827 1.414938 0.000000 0.000000 0.000000 1.000000];[-0.578929 -0.812757 -0.064825 81.106850 -0.476229 0.401596 -0.782216 309.743927 0.661824 -0.421979 -0.619545 1337.801514 0.000000 0.000000 0.000000 1.000000];
0.118436;[-0.643289 -0.763303 -0.057506 0.080270 -0.430167 0.422683 -0.797663 0.325948 0.633186 -0.488419 -0.600228 1.409815 0.000000 0.000000 0.000000 1.000000];[-0.575598 -0.815198 -0.063827 74.872849 -0.480063 0.400075 -0.780651 308.881622 0.661959 -0.418703 -0.621620 1331.191650 0.000000 0.000000 0.000000 1.000000];
0.117721;[-0.641744 -0.764386 -0.059442 0.074181 -0.429444 0.422598 -0.798102 0.326591 0.635219 -0.486681 -0.599421 1.408895 0.000000 0.000000 0.000000 1.000000];[-0.576617 -0.814510 -0.063409 69.401077 -0.482834 0.402348 -0.777768 308.169281 0.659051 -0.417861 -0.625265 1325.573364 0.000000 0.000000 0.000000 1.000000];
0.117591;[-0.642364 -0.764249 -0.055609 0.069082 -0.436561 0.424587 -0.793175 0.329072 0.629793 -0.485231 -0.606383 1.411746 0.000000 0.000000 0.000000 1.000000];[-0.573167 -0.816926 -0.063607 64.377190 -0.485474 0.401084 -0.776777 308.246399 0.660120 -0.414346 -0.626476 1323.077637 0.000000 0.000000 0.000000 1.000000];
0.134173;[-0.638126 -0.767523 -0.059035 0.063645 -0.432236 0.420728 -0.797589 0.326473 0.637025 -0.483468 -0.600203 1.403837 0.000000 0.000000 0.000000 1.000000];[-0.563611 -0.823213 -0.067801 60.238914 -0.488477 0.398360 -0.776296 307.191803 0.666105 -0.404412 -0.626632 1316.118164 0.000000 0.000000 0.000000 1.000000];
0.128745;[-0.641703 -0.764857 -0.054899 0.059524 -0.435742 0.422603 -0.794681 0.329087 0.631027 -0.486043 -0.604460 1.405654 0.000000 0.000000 0.000000 1.000000];[-0.542053 -0.837621 -0.067102 55.652588 -0.496481 0.383654 -0.778623 308.069122 0.677974 -0.388742 -0.623815 1313.552856 0.000000 0.000000 0.000000 1.000000];
0.126801;[-0.640048 -0.766060 -0.057946 0.055440 -0.436520 0.424729 -0.793125 0.330821 0.632198 -0.482345 -0.606248 1.402137 0.000000 0.000000 0.000000 1.000000];[-0.561859 -0.824389 -0.068057 51.391655 -0.490956 0.398546 -0.774635 309.110687 0.665763 -0.401825 -0.628657 1308.658691 0.000000 0.000000 0.000000 1.000000];
0.118231;[-0.639334 -0.766644 -0.057484 0.050001 -0.435241 0.422498 -0.795007 0.331189 0.633794 -0.483262 -0.603773 1.395280 0.000000 0.000000 0.000000 1.000000];[-0.566619 -0.821193 -0.067217 47.274151 -0.492261 0.402803 -0.771599 310.371521 0.660746 -0.404117 -0.632469 1305.774780 0.000000 0.000000 0.000000 1.000000];
0.117697;[-0.638037 -0.767373 -0.062275 0.046999 -0.433650 0.425057 -0.794509 0.333731 0.636152 -0.479922 -0.603986 1.396122 0.000000 0.000000 0.000000 1.000000];[-0.572477 -0.817162 -0.066713 43.177299 -0.488144 0.405075 -0.773024 311.738525 0.658748 -0.409976 -0.630780 1302.598755 0.000000 0.000000 0.000000 1.000000];
0.137597;[-0.639724 -0.766417 -0.056253 0.042321 -0.437491 0.423414 -0.793274 0.334604 0.631798 -0.482873 -0.606163 1.392472 0.000000 0.000000 0.000000 1.000000];[-0.576723 -0.814225 -0.066046 39.141991 -0.486971 0.407570 -0.772452 313.939819 0.655907 -0.413331 -0.631551 1304.931396 0.000000 0.000000 0.000000 1.000000];
0.118341;[-0.637287 -0.767977 -0.062671 0.037441 -0.435135 0.425832 -0.793292 0.336494 0.635924 -0.478284 -0.605550 1.393283 0.000000 0.000000 0.000000 1.000000];[-0.562093 -0.824611 -0.063260 35.172092 -0.492307 0.395064 -0.775561 315.463409 0.664567 -0.404797 -0.628016 1303.695557 0.000000 0.000000 0.000000 1.000000];
0.126953;[-0.638451 -0.767008 -0.062357 0.034281 -0.434149 0.425986 -0.793742 0.338112 0.635368 -0.479685 -0.604978 1.391416 0.000000 0.000000 0.000000 1.000000];[-0.561942 -0.824980 -0.059695 30.737915 -0.492108 0.391452 -0.777516 317.078217 0.664842 -0.407545 -0.625944 1303.904541 0.000000 0.000000 0.000000 1.000000];
0.138819;[-0.636865 -0.767938 -0.065916 0.029066 -0.431714 0.426333 -0.794870 0.336808 0.638545 -0.477801 -0.603009 1.384580 0.000000 0.000000 0.000000 1.000000];[-0.560921 -0.825602 -0.060672 26.470190 -0.489767 0.390039 -0.779701 318.114319 0.667427 -0.407638 -0.623126 1302.701660 0.000000 0.000000 0.000000 1.000000];
0.128930;[-0.638551 -0.766847 -0.063186 0.024671 -0.434154 0.426869 -0.793272 0.339504 0.635308 -0.479126 -0.605489 1.383820 0.000000 0.000000 0.000000 1.000000];[-0.565452 -0.822471 -0.061146 22.109768 -0.489042 0.394056 -0.778135 320.177032 0.664127 -0.410098 -0.625034 1303.380371 0.000000 0.000000 0.000000 1.000000];
0.121170;[-0.636926 -0.768024 -0.065400 0.020415 -0.433040 0.426734 -0.793953 0.340472 0.637696 -0.477379 -0.604368 1.382092 0.000000 0.000000 0.000000 1.000000];[-0.569317 -0.819743 -0.061916 18.544630 -0.488328 0.397798 -0.776678 321.892578 0.661345 -0.411943 -0.626768 1303.514526 0.000000 0.000000 0.000000 1.000000];
0.127230;[-0.637398 -0.767906 -0.061829 0.016819 -0.433484 0.423881 -0.795241 0.342518 0.636888 -0.480096 -0.603040 1.379532 0.000000 0.000000 0.000000 1.000000];[-0.574266 -0.816289 -0.061850 15.229965 -0.487045 0.401396 -0.775632 323.929260 0.658004 -0.415298 -0.628070 1303.982300 0.000000 0.000000 0.000000 1.000000];
0.126389;[-0.635882 -0.769059 -0.062977 0.013229 -0.433540 0.423616 -0.795344 0.343491 0.638366 -0.478473 -0.602764 1.375437 0.000000 0.000000 0.000000 1.000000];[-0.573439 -0.817113 -0.058553 11.499860 -0.487461 0.397776 -0.777234 325.829163 0.658417 -0.417156 -0.626403 1302.314697 0.000000 0.000000 0.000000 1.000000];
0.127819;[-0.635645 -0.769260 -0.062456 0.009684 -0.435976 0.424729 -0.793410 0.346465 0.636890 -0.477118 -0.605338 1.375899 0.000000 0.000000 0.000000 1.000000];[-0.583595 -0.810010 -0.056875 7.590630 -0.485704 0.404339 -0.774944 327.350830 0.650747 -0.424632 -0.629387 1300.635620 0.000000 0.000000 0.000000 1.000000];
0.126865;[-0.634744 -0.770217 -0.059374 0.004978 -0.437259 0.421581 -0.794377 0.347172 0.636915 -0.478294 -0.604339 1.373021 0.000000 0.000000 0.000000 1.000000];[-0.595386 -0.801413 -0.056453 3.639038 -0.478843 0.410393 -0.776030 328.882690 0.645126 -0.435008 -0.628086 1299.194946 0.000000 0.000000 0.000000 1.000000];
0.125924;[-0.631892 -0.772431 -0.062938 0.000737 -0.438646 0.423440 -0.792639 0.347787 0.638925 -0.473273 -0.606376 1.371490 0.000000 0.000000 0.000000 1.000000];[-0.591787 -0.804341 -0.052511 -0.943437 -0.479426 0.403592 -0.779230 331.523132 0.647998 -0.435967 -0.624455 1304.678467 0.000000 0.000000 0.000000 1.000000];
